Representative 1	Representative 2	Co-expression Pearson r	Representative 2 type	Representative 2 annotation	Functional category
OM-RGC.v2.009303096	0YJ18	0.897068253	OG		Function unknown
OM-RGC.v2.008689823	0YGK0	0.896910136	OG	Protein of unknown function (DUF3223)	Function unknown
OM-RGC.v2.000098370	10S8B	0.896859478	OG	von Willebrand factor D and EGF	Function unknown
OM-RGC.v2.036096774	0ZSUS	0.89681278	OG	antirestriction protein (ArdA)	Function unknown
OM-RGC.v2.044327135	10ZZ9	0.896734331	OG		Function unknown
OM-RGC.v2.021239163	0YU8H	0.896659491	OG		Function unknown
OM-RGC.v2.007840829	11EU0	0.896596648	OG		Function unknown
OM-RGC.v2.001692546	0ZIMZ	0.896463413	OG	Phosphoribosyl transferase domain	Function unknown
OM-RGC.v2.005455108	0XQ1R	0.896440597	OG	Acetyltransferase (GNAT) family	Function unknown
OM-RGC.v2.021557291	0YF91	0.896132519	OG		Function unknown
OM-RGC.v2.000035784	0Y5HF	0.896058609	OG	TPR	Function unknown
OM-RGC.v2.032795676	0YM1N	0.89597864	OG		Function unknown
OM-RGC.v2.001717663	0YIYT	0.895902706	OG		Function unknown
OM-RGC.v2.033532217	0Y4G6	0.895696737	OG		Function unknown
OM-RGC.v2.000508011	0XV06	0.895600099	OG		Function unknown
OM-RGC.v2.031467059	1238E	0.895596077	OG		Function unknown
OM-RGC.v2.008994420	129U7	0.895568102	OG	Cupin 2 Conserved Barrel Domain Protein	Function unknown
OM-RGC.v2.002672319	11ZHX	0.895337378	OG		Function unknown
OM-RGC.v2.007457267	12D4D	0.895269379	OG		Function unknown
OM-RGC.v2.021827154	0ZMYR	0.895264903	OG		Function unknown
OM-RGC.v2.036586204	0ZCDN	0.895097964	OG		Function unknown
OM-RGC.v2.011630079	110NR	0.895095064	OG		Function unknown
OM-RGC.v2.002362375	0XUX7	0.895092697	OG	Uncharacterized protein conserved in bacteria (DUF2094)	Function unknown
OM-RGC.v2.001485418	0YATM	0.894969746	OG		Function unknown
OM-RGC.v2.011057447	101J0	0.894957166	OG		Function unknown
OM-RGC.v2.022955900	0ZBDM	0.894894114	OG		Function unknown
OM-RGC.v2.000032833	0XQ55	0.894577137	OG		Function unknown
OM-RGC.v2.042812730	0Y2V0	0.894542802	OG		Function unknown
OM-RGC.v2.030150230	11GWX	0.894508274	OG		Function unknown
OM-RGC.v2.002151087	0XV5N	0.894486403	OG	Protein of unknown function (DUF1706)	Function unknown
OM-RGC.v2.006063316	0ZCDN	0.894016353	OG		Function unknown
OM-RGC.v2.006688518	0YVJ8	0.894015366	OG		Function unknown
OM-RGC.v2.009950150	11EVY	0.893917733	OG	Modulates RecA activity (By similarity)	Function unknown
OM-RGC.v2.025038098	11GZH	0.893909731	OG		Function unknown
OM-RGC.v2.000114289	108BQ	0.893864899	OG		Function unknown
OM-RGC.v2.033134708	12374	0.89371593	OG		Function unknown
OM-RGC.v2.010646243	10ZZE	0.893707968	OG	"Zinc finger, C2H2 type"	Function unknown
OM-RGC.v2.021629882	0YMW6	0.893606786	OG		Function unknown
OM-RGC.v2.039486968	0YAU1	0.893403333	OG		Function unknown
OM-RGC.v2.015793477	111F9	0.893332282	OG		Function unknown
OM-RGC.v2.006962086	11XXA	0.893033383	OG		Function unknown
OM-RGC.v2.035027300	111F9	0.892865821	OG		Function unknown
OM-RGC.v2.026393602	11XFU	0.892863795	OG		Function unknown
OM-RGC.v2.038163530	1109Z	0.892443931	OG		Function unknown
OM-RGC.v2.000071277	0XVGT	0.892350761	OG	biotin lipoate A B protein ligase	Function unknown
OM-RGC.v2.036603922	0YVQ8	0.89234354	OG		Function unknown
OM-RGC.v2.040549004	0YHS6	0.892336901	OG		Function unknown
OM-RGC.v2.030568115	0ZJMG	0.892336588	OG	"methyltransferase, type 11"	Function unknown
OM-RGC.v2.036912662	0ZPVQ	0.89233338	OG		Function unknown
OM-RGC.v2.004815181	10991	0.892133835	OG		Function unknown
OM-RGC.v2.000025064	0YZ1U	0.892102211	OG		Function unknown
OM-RGC.v2.027423159	0YCVZ	0.892046187	OG		Function unknown
OM-RGC.v2.040573701	11X9N	0.891966655	OG		Function unknown
OM-RGC.v2.008414117	0Y61S	0.891860146	OG	Aminoglycoside phosphotransferase	Function unknown
OM-RGC.v2.000231005	0ZE8V	0.891841059	OG		Function unknown
OM-RGC.v2.001247187	0ZPVQ	0.891788918	OG		Function unknown
OM-RGC.v2.011582287	11NQ8	0.891765219	OG		Function unknown
OM-RGC.v2.004618152	0ZJCN	0.891746415	OG		Function unknown
OM-RGC.v2.007611345	0Z1WJ	0.891551525	OG		Function unknown
OM-RGC.v2.003388533	0Y2M8	0.891513583	OG		Function unknown
OM-RGC.v2.033852908	0ZPVQ	0.891461033	OG		Function unknown
OM-RGC.v2.037805129	111NH	0.891364317	OG		Function unknown
OM-RGC.v2.023046545	0ZX2T	0.891237956	OG	Protein of Unknown function (DUF2784)	Function unknown
OM-RGC.v2.027264974	0ZPVQ	0.891204743	OG		Function unknown
OM-RGC.v2.043248025	0ZTT3	0.891161923	OG	Protein of unknown function (DUF2807)	Function unknown
OM-RGC.v2.000673353	107ME	0.891129377	OG		Function unknown
OM-RGC.v2.004896497	0ZV57	0.891125389	OG		Function unknown
OM-RGC.v2.001318308	COG4083	0.891117582	OG	Exosortase/Archaeosortase	Function unknown
OM-RGC.v2.029023279	COG4740	0.890972887	OG	Predicted metalloprotease	Function unknown
OM-RGC.v2.028783272	0YJ5M	0.890938668	OG		Function unknown
OM-RGC.v2.007525357	10ZNI	0.890869556	OG		Function unknown
OM-RGC.v2.000200914	0ZPVQ	0.89086876	OG		Function unknown
OM-RGC.v2.033666135	111EB	0.890409261	OG		Function unknown
OM-RGC.v2.001368176	0Y7X8	0.89034265	OG		Function unknown
OM-RGC.v2.003850677	101KR	0.890206361	OG		Function unknown
OM-RGC.v2.018495171	0YEU4	0.890206197	OG		Function unknown
OM-RGC.v2.022949518	0ZIBP	0.890171747	OG	"Regulatory protein, FmdB family"	Function unknown
OM-RGC.v2.000109541	0YIWE	0.890148622	OG	Pyridoxamine 5'-phosphate oxidase	Function unknown
OM-RGC.v2.012604357	0XTZ7	0.890140588	OG	Membrane-bound metal-dependent hydrolase	Function unknown
OM-RGC.v2.039022034	0YEU4	0.890128233	OG		Function unknown
OM-RGC.v2.001856451	10ZXU	0.890064331	OG		Function unknown
OM-RGC.v2.042177533	10ZJV	0.889879968	OG		Function unknown
OM-RGC.v2.001042793	0XV06	0.889649916	OG		Function unknown
OM-RGC.v2.027175155	12CMJ	0.889573708	OG	Protein of unknown function (DUF2752)	Function unknown
OM-RGC.v2.021585973	1100N	0.889566656	OG		Function unknown
OM-RGC.v2.023938011	0XXWC	0.889489234	OG	Protein of unknown function (DUF1566)	Function unknown
OM-RGC.v2.041161058	0ZHYY	0.889472008	OG	Pentapeptide repeats (8 copies)	Function unknown
OM-RGC.v2.003893290	0ZEP8	0.889392937	OG		Function unknown
OM-RGC.v2.040237170	11ZHX	0.889164369	OG		Function unknown
OM-RGC.v2.000134243	0XWRD	0.889145112	OG		Function unknown
OM-RGC.v2.008542476	0XSN7	0.88888487	OG	Putative invasin	Function unknown
OM-RGC.v2.017091084	0ZKHK	0.888767187	OG		Function unknown
OM-RGC.v2.030575526	0YV61	0.888623113	OG		Function unknown
OM-RGC.v2.043866885	10ZZ9	0.888554403	OG		Function unknown
OM-RGC.v2.000377988	10IGT	0.888364036	OG		Function unknown
OM-RGC.v2.042388210	0ZJPN	0.888363717	OG	Cephalosporin hydroxylase	Function unknown
OM-RGC.v2.022440346	0Y760	0.888205875	OG		Function unknown
OM-RGC.v2.023287697	0YBGY	0.888149834	OG		Function unknown
OM-RGC.v2.000530947	0ZEAW	0.887974469	OG		Function unknown
OM-RGC.v2.010664373	10GHN	0.887932269	OG		Function unknown
OM-RGC.v2.027553837	0Z9TK	0.887843431	OG		Function unknown
OM-RGC.v2.011922571	0Y9QN	0.887584876	OG		Function unknown
OM-RGC.v2.005799876	127BS	0.88751403	OG		Function unknown
OM-RGC.v2.041672465	COG4900	0.887431953	OG	Predicted metallopeptidase	Function unknown
OM-RGC.v2.038350465	0ZY7V	0.887365406	OG		Function unknown
OM-RGC.v2.002291970	0Y4M1	0.887153458	OG		Function unknown
OM-RGC.v2.000365151	COG1967	0.88708156	OG	Uncharacterized membrane protein	Function unknown
OM-RGC.v2.003231934	10991	0.886820298	OG		Function unknown
OM-RGC.v2.009470272	0YAU1	0.886764516	OG		Function unknown
OM-RGC.v2.007070946	0ZVCK	0.886334538	OG	von Willebrand factor type A	Function unknown
OM-RGC.v2.021899224	0ZNP4	0.886318176	OG	Uncharacterised protein family (UPF0104)	Function unknown
OM-RGC.v2.000109512	0YZ1U	0.886050449	OG		Function unknown
OM-RGC.v2.028340977	0Y31D	0.88575932	OG		Function unknown
OM-RGC.v2.005514341	0ZGTG	0.885735882	OG		Function unknown
OM-RGC.v2.002748752	11EQM	0.885720907	OG		Function unknown
OM-RGC.v2.027821962	0YBRU	0.885626381	OG		Function unknown
OM-RGC.v2.029154031	11TP8	0.885513768	OG	Erf family	Function unknown
OM-RGC.v2.004981082	0YCG8	0.885441946	OG	Protein of unknown function (DUF3589)	Function unknown
OM-RGC.v2.000760666	12DFX	0.885341549	OG		Function unknown
OM-RGC.v2.038019462	0ZMYR	0.8852758	OG		Function unknown
OM-RGC.v2.013596949	0ZPVQ	0.885226724	OG		Function unknown
OM-RGC.v2.022364220	11K9V	0.885033762	OG		Function unknown
OM-RGC.v2.039031774	108BQ	0.885021558	OG		Function unknown
OM-RGC.v2.002448237	0ZRIY	0.884959585	OG	Phage integrase family	Function unknown
OM-RGC.v2.003647646	0XZTX	0.884825034	OG		Function unknown
OM-RGC.v2.019086218	0Y4M1	0.884773574	OG		Function unknown
OM-RGC.v2.003773027	0Z18N	0.884556341	OG		Function unknown
OM-RGC.v2.036908504	0YYQ7	0.884468373	OG		Function unknown
OM-RGC.v2.000016318	11MV3	0.884388969	OG		Function unknown
OM-RGC.v2.001875100	0ZKVZ	0.883983841	OG		Function unknown
OM-RGC.v2.034597152	0ZJBX	0.883410647	OG	methyl-accepting chemotaxis protein	Function unknown
OM-RGC.v2.033351199	COG4083	0.883393851	OG	Exosortase/Archaeosortase	Function unknown
OM-RGC.v2.012348724	COG4083	0.883230169	OG	Exosortase/Archaeosortase	Function unknown
OM-RGC.v2.009210009	12D55	0.883173443	OG		Function unknown
OM-RGC.v2.000717326	108BQ	0.883155449	OG		Function unknown
OM-RGC.v2.000048173	127BS	0.883105107	OG		Function unknown
OM-RGC.v2.001878732	103M4	0.88291895	OG	YABBY protein	Function unknown
OM-RGC.v2.012585402	0Z77A	0.882849418	OG		Function unknown
OM-RGC.v2.038518984	0XR1J	0.88280526	OG	methyl-CpG binding domain protein 5	Function unknown
OM-RGC.v2.032728040	1253D	0.882752009	OG		Function unknown
OM-RGC.v2.031554094	0Z1GP	0.882717846	OG		Function unknown
OM-RGC.v2.029287299	0YEU4	0.882699858	OG		Function unknown
OM-RGC.v2.009969150	0YHF6	0.882675919	OG	whole genome shotgun sequence	Function unknown
OM-RGC.v2.004439972	0XYHB	0.882656189	OG		Function unknown
OM-RGC.v2.029080309	0Y5QT	0.882615718	OG		Function unknown
OM-RGC.v2.019319680	0Y2FB	0.882569526	OG		Function unknown
OM-RGC.v2.007984226	11Z95	0.882559578	OG	Cupin domain	Function unknown
OM-RGC.v2.026808075	0ZRIY	0.882542141	OG	Phage integrase family	Function unknown
OM-RGC.v2.038066602	0ZC4C	0.882460141	OG	Methyltransferase domain	Function unknown
OM-RGC.v2.004435894	10VSD	0.882423857	OG	male sterility MS5	Function unknown
OM-RGC.v2.026766255	0ZMZK	0.882363233	OG		Function unknown
OM-RGC.v2.000582556	11F9Q	0.882254484	OG		Function unknown
OM-RGC.v2.001335456	0YEU4	0.882018485	OG		Function unknown
OM-RGC.v2.000301604	11QDF	0.881958276	OG	"Phosphoesterase, PA-phosphatase related"	Function unknown
OM-RGC.v2.003451457	0XQB3	0.881944573	OG		Function unknown
OM-RGC.v2.006665326	0Z0A7	0.881866605	OG	glyoxalase bleomycin resistance protein dioxygenase	Function unknown
OM-RGC.v2.009663385	0ZV57	0.881746545	OG		Function unknown
OM-RGC.v2.013811523	0ZKR4	0.881521807	OG		Function unknown
OM-RGC.v2.037785003	0XTKY	0.881356433	OG	carbohydrate-binding module family 13	Function unknown
OM-RGC.v2.027163110	0XVZ2	0.881291558	OG		Function unknown
OM-RGC.v2.005019765	0XTY6	0.881282611	OG	Tannase and feruloyl esterase	Function unknown
OM-RGC.v2.000081346	0ZV5A	0.881172178	OG	YGGT family	Function unknown
OM-RGC.v2.004351482	0ZKP0	0.881078676	OG		Function unknown
OM-RGC.v2.037171841	1112Z	0.881069291	OG		Function unknown
OM-RGC.v2.004806653	COG4083	0.880643055	OG	Exosortase/Archaeosortase	Function unknown
OM-RGC.v2.001832447	126YU	0.880595757	OG	"Protein of unknown function, DUF485"	Function unknown
OM-RGC.v2.000240730	12AGN	0.880285864	OG		Function unknown
OM-RGC.v2.009747891	109HM	0.880250677	OG		Function unknown
OM-RGC.v2.005976521	0ZMJX	0.880171531	OG	Rhomboid family	Function unknown
OM-RGC.v2.005618820	11VNH	0.880073476	OG		Function unknown
OM-RGC.v2.034896183	0Y5G8	0.880003506	OG		Function unknown
OM-RGC.v2.044704870	110MS	0.879897759	OG		Function unknown
OM-RGC.v2.006726273	121MA	0.879873133	OG	domain protein	Function unknown
OM-RGC.v2.040325143	10FS3	0.879810977	OG	Monomethylamine methyltransferase	Function unknown
OM-RGC.v2.044189222	0Z8X0	0.879747831	OG		Function unknown
OM-RGC.v2.009810293	1104A	0.879550476	OG		Function unknown
OM-RGC.v2.018305977	122GC	0.879537301	OG	whole genome shotgun sequence	Function unknown
OM-RGC.v2.005196930	0YBGY	0.87931021	OG		Function unknown
OM-RGC.v2.007683072	0Y35H	0.879219118	OG		Function unknown
OM-RGC.v2.019035160	0YW6E	0.879075991	OG		Function unknown
OM-RGC.v2.002214216	0XZRP	0.879061283	OG		Function unknown
OM-RGC.v2.023794264	101NE	0.878948399	OG		Function unknown
OM-RGC.v2.028731828	0YRBS	0.878924228	OG		Function unknown
OM-RGC.v2.031034919	0ZJV2	0.878729163	OG		Function unknown
OM-RGC.v2.036976152	126Y0	0.878551774	OG	Protein of unknown function (DUF402)	Function unknown
OM-RGC.v2.020849722	0Y7X8	0.878468711	OG		Function unknown
OM-RGC.v2.014066496	0YMW6	0.878306677	OG		Function unknown
OM-RGC.v2.020123265	0YIYT	0.878200026	OG		Function unknown
OM-RGC.v2.019327451	11SA0	0.878165283	OG		Function unknown
OM-RGC.v2.001399266	0ZKR4	0.878113247	OG		Function unknown
OM-RGC.v2.000149988	0YIYT	0.878108383	OG		Function unknown
OM-RGC.v2.000516697	11NHY	0.8780387	OG		Function unknown
OM-RGC.v2.027052941	0XUJY	0.877877299	OG		Function unknown
OM-RGC.v2.016052005	12ACT	0.877825852	OG	Pfam:DUF1468	Function unknown
OM-RGC.v2.019117082	11NHY	0.877641629	OG		Function unknown
OM-RGC.v2.016657214	11NHY	0.877634053	OG		Function unknown
OM-RGC.v2.006099676	0Y7G3	0.87760741	OG	AlNc14C359G10973	Function unknown
OM-RGC.v2.035548165	0YBS1	0.877497888	OG	WD40 domain protein beta Propeller	Function unknown
OM-RGC.v2.003355888	10JW1	0.877493645	OG		Function unknown
OM-RGC.v2.000023214	0Z9TK	0.877342109	OG		Function unknown
OM-RGC.v2.032932632	1112Z	0.877304967	OG		Function unknown
OM-RGC.v2.004649676	COG3389	0.877290935	OG	"Presenilin-like membrane protease, A22 family"	Function unknown
OM-RGC.v2.040559243	0ZMJ0	0.877225237	OG		Function unknown
OM-RGC.v2.003205068	0ZK41	0.877148241	OG	BNR Asp-box repeat protein	Function unknown
OM-RGC.v2.035478383	0YCK8	0.877130134	OG		Function unknown
OM-RGC.v2.032047050	0Y7X8	0.876946548	OG		Function unknown
OM-RGC.v2.006958205	11I3E	0.876945659	OG	AsmA family	Function unknown
OM-RGC.v2.035036919	0ZXZQ	0.87682158	OG		Function unknown
OM-RGC.v2.040990891	1116W	0.876790904	OG		Function unknown
OM-RGC.v2.019868367	0XYQ7	0.876774658	OG	peptidoglycan-binding domain 1	Function unknown
OM-RGC.v2.004370481	0ZUEY	0.876550922	OG	O-Antigen ligase	Function unknown
OM-RGC.v2.042231357	117AY	0.876455614	OG		Function unknown
OM-RGC.v2.033239467	0ZPY0	0.876431209	OG		Function unknown
OM-RGC.v2.004304470	11KK4	0.876143674	OG		Function unknown
OM-RGC.v2.031860622	0Z18N	0.875979074	OG		Function unknown
OM-RGC.v2.017042572	0Y3PR	0.875879012	OG		Function unknown
OM-RGC.v2.000216727	0YXBC	0.875868033	OG		Function unknown
OM-RGC.v2.037879236	110EC	0.875768275	OG		Function unknown
OM-RGC.v2.038603240	0YSV6	0.875720894	OG		Function unknown
OM-RGC.v2.037393190	12BRR	0.875682268	OG		Function unknown
OM-RGC.v2.020860610	0YQHD	0.875621601	OG		Function unknown
OM-RGC.v2.043159480	0Y13W	0.875597473	OG	"PG1 protein, homology to Homo sapiens"	Function unknown
OM-RGC.v2.021016693	12BTH	0.875565974	OG		Function unknown
OM-RGC.v2.015790164	0YHF6	0.875511043	OG	whole genome shotgun sequence	Function unknown
OM-RGC.v2.019990519	0ZX2T	0.875228568	OG	Protein of Unknown function (DUF2784)	Function unknown
OM-RGC.v2.034535009	0Z3GA	0.875191106	OG		Function unknown
OM-RGC.v2.032441258	0Z4DG	0.875181655	OG	NADH-Ubiquinone plastoquinone	Function unknown
OM-RGC.v2.004006222	101J0	0.875176413	OG		Function unknown
OM-RGC.v2.032667942	0Z1GP	0.875100792	OG		Function unknown
OM-RGC.v2.003895800	0YA67	0.87493789	OG		Function unknown
OM-RGC.v2.039027043	10JW1	0.87482541	OG		Function unknown
OM-RGC.v2.007590648	0YGMT	0.874796982	OG		Function unknown
OM-RGC.v2.016901467	0ZV57	0.874789571	OG		Function unknown
OM-RGC.v2.036589168	0YZWV	0.874698635	OG		Function unknown
OM-RGC.v2.005961701	0Y3ED	0.874626255	OG		Function unknown
OM-RGC.v2.000636429	0ZI4P	0.874576223	OG		Function unknown
OM-RGC.v2.041072597	10ZJV	0.874548007	OG		Function unknown
OM-RGC.v2.025810528	0YD5P	0.874475394	OG	Protein of unknown function (DUF3537)	Function unknown
OM-RGC.v2.037105755	0YX3S	0.874392128	OG		Function unknown
OM-RGC.v2.014006056	0YDW9	0.874353058	OG		Function unknown
OM-RGC.v2.001803637	0YRFW	0.87412322	OG		Function unknown
OM-RGC.v2.025246854	12AP1	0.874107903	OG		Function unknown
OM-RGC.v2.001497363	0ZT12	0.874004698	OG		Function unknown
OM-RGC.v2.001232235	0ZK9Z	0.87390118	OG		Function unknown
OM-RGC.v2.033336374	COG1326	0.873689651	OG	Uncharacterized archaeal Zn-finger protein	Function unknown
OM-RGC.v2.025816869	1228Y	0.873664755	OG	PRC-barrel domain	Function unknown
OM-RGC.v2.022823573	0Z1WJ	0.873577898	OG		Function unknown
OM-RGC.v2.004098598	0Y20D	0.873413988	OG		Function unknown
OM-RGC.v2.018383329	0ZUWR	0.873347227	OG		Function unknown
OM-RGC.v2.004799294	0YCVZ	0.87318311	OG		Function unknown
OM-RGC.v2.002998982	0ZICC	0.873180801	OG		Function unknown
OM-RGC.v2.028804363	0YBGY	0.873172783	OG		Function unknown
OM-RGC.v2.006347548	123KI	0.87316305	OG		Function unknown
OM-RGC.v2.045439284	10ZKC	0.872729075	OG		Function unknown
OM-RGC.v2.000553777	0Y59B	0.872667523	OG		Function unknown
OM-RGC.v2.017051907	COG4882	0.872558435	OG	"Predicted aminopeptidase, Iap family"	Function unknown
OM-RGC.v2.032423856	1286R	0.872548652	OG		Function unknown
OM-RGC.v2.008990146	1283E	0.872502442	OG		Function unknown
OM-RGC.v2.028172971	124HI	0.872279207	OG		Function unknown
OM-RGC.v2.003554984	0XXWC	0.872264348	OG	Protein of unknown function (DUF1566)	Function unknown
OM-RGC.v2.014073756	0YRFW	0.872211758	OG		Function unknown
OM-RGC.v2.017824115	0YHF6	0.872199867	OG	whole genome shotgun sequence	Function unknown
OM-RGC.v2.006850114	0Y116	0.872167661	OG	Glycosyltransferase family 9 (heptosyltransferase)	Function unknown
OM-RGC.v2.006426918	126Y0	0.872081135	OG	Protein of unknown function (DUF402)	Function unknown
OM-RGC.v2.001884114	10GDH	0.87195851	OG		Function unknown
OM-RGC.v2.009687257	0XXK0	0.871830707	OG	(LipO)protein	Function unknown
OM-RGC.v2.017447710	0YH3C	0.871570659	OG		Function unknown
OM-RGC.v2.001029845	0XQRA	0.871530852	OG		Function unknown
OM-RGC.v2.032942905	0YD5P	0.871485594	OG	Protein of unknown function (DUF3537)	Function unknown
OM-RGC.v2.014274119	11VQI	0.871481329	OG		Function unknown
OM-RGC.v2.016622162	11GZH	0.87146601	OG		Function unknown
OM-RGC.v2.001694392	1110C	0.871460396	OG		Function unknown
OM-RGC.v2.000877685	0YT8F	0.871385881	OG		Function unknown
OM-RGC.v2.000805560	1283E	0.871266779	OG		Function unknown
OM-RGC.v2.007215174	0ZNP4	0.871221729	OG	Uncharacterised protein family (UPF0104)	Function unknown
OM-RGC.v2.010634642	129M3	0.871185334	OG		Function unknown
OM-RGC.v2.009873051	125SQ	0.871122396	OG		Function unknown
OM-RGC.v2.005251909	10H0X	0.870806345	OG		Function unknown
OM-RGC.v2.002590966	0ZV2J	0.870732702	OG		Function unknown
OM-RGC.v2.000313040	11RNY	0.87067023	OG		Function unknown
OM-RGC.v2.031607948	0YSV6	0.870370685	OG		Function unknown
OM-RGC.v2.006118916	11K30	0.870365907	OG	protein Hydra magnipapillata	Function unknown
OM-RGC.v2.032366135	0ZPVQ	0.870336315	OG		Function unknown
OM-RGC.v2.000165922	11H3N	0.870022015	OG		Function unknown
OM-RGC.v2.018365090	0XRTW	0.869983013	OG	radical SAM domain protein	Function unknown
OM-RGC.v2.035229947	11Y0M	0.869892923	OG	"UreE urease accessory protein, C-terminal domain"	Function unknown
OM-RGC.v2.017157239	0Z7BS	0.869694782	OG	Domain of unknown function (DUF3315)	Function unknown
OM-RGC.v2.038317842	0YZ32	0.86967919	OG		Function unknown
OM-RGC.v2.003270273	0ZC4C	0.869607839	OG	Methyltransferase domain	Function unknown
OM-RGC.v2.038446023	10ZQM	0.869567702	OG		Function unknown
OM-RGC.v2.018842821	0ZM0T	0.869372298	OG		Function unknown
OM-RGC.v2.006775043	0ZKR4	0.869307021	OG		Function unknown
OM-RGC.v2.032467202	11N1N	0.869306323	OG	"Conserved hypothetical, protein"	Function unknown
OM-RGC.v2.011690003	12A74	0.869275316	OG		Function unknown
OM-RGC.v2.038959030	0YSV6	0.869230468	OG		Function unknown
OM-RGC.v2.039199028	10GKE	0.869218803	OG		Function unknown
OM-RGC.v2.006030607	102N6	0.869150644	OG	Protein of unknown function (DUF3553)	Function unknown
OM-RGC.v2.026564780	1253D	0.869120297	OG		Function unknown
OM-RGC.v2.034147007	0ZI4P	0.86905877	OG		Function unknown
OM-RGC.v2.015109223	11GQ3	0.868924053	OG		Function unknown
OM-RGC.v2.037397321	10ZQM	0.868791776	OG		Function unknown
OM-RGC.v2.000376435	0YNC5	0.868730393	OG		Function unknown
OM-RGC.v2.002282459	11Z6M	0.868566599	OG	integral membrane protein	Function unknown
OM-RGC.v2.014205396	0ZDKQ	0.868231429	OG		Function unknown
OM-RGC.v2.038743405	124BK	0.86806526	OG		Function unknown
