Sample label [TARA_station#_environmental-feature_size-fraction]	INSDC sample accession number(s)	INSDC run accession number(s)	Corresponding nucleotides data published at ENA	PANGAEA sample identifier	Corresponding contextual data published at PANGAEA	Station identifier [TARA_station#]	Date/Time [yyyy-mm-ddThh:mm]	Latitude [degrees North]	Longitude [degrees East]	Sampling depth [m]	Environmental Feature	Size fraction lower threshold [micrometre]	Size fraction upper threshold [micrometre]	Marine pelagic biomes (Longhurst 2007)	Ocean and sea regions (IHO General Sea Areas 1953) [MRGID registered at www.marineregions.com]	Marine pelagic biomes  (Longhurst 2007) [MRGID registered at www.marineregions.com] 
TARA_122_MES_0.22-3	ERS492680	ERR598999|ERR599033|ERR599083|ERR599096	"http://www.ebi.ac.uk/ena/data/view/ERR598999,ERR599033,ERR599083,ERR599096"	TARA_B100000678	http://www.pangaea.de/search?All&q=TARA_B100000678	TARA_122	2011-07-27T19:28:43	-8.9729	-139.2393	600	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_122_MES_0.22-0.45	ERS492684	ERR594305	http://www.ebi.ac.uk/ena/data/view/ERR594305	TARA_Y100001949	http://www.pangaea.de/search?All&q=TARA_Y100001949	TARA_122	2011-07-27T19:28:43	-8.9729	-139.2393	600	(MES) mesopelagic zone (ENVO:00000213)	0.22	0.45	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_122_MES_0.45-0.8	ERS492685	ERR594322	http://www.ebi.ac.uk/ena/data/view/ERR594322	TARA_Y100001947	http://www.pangaea.de/search?All&q=TARA_Y100001947	TARA_122	2011-07-27T19:28:43	-8.9729	-139.2393	600	(MES) mesopelagic zone (ENVO:00000213)	0.45	0.8	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_122_SRF_0.1-0.22	ERS492646	ERR594292	http://www.ebi.ac.uk/ena/data/view/ERR594292	TARA_Y100001972	http://www.pangaea.de/search?All&q=TARA_Y100001972	TARA_122	2011-07-26T17:10	-8.9971	-139.1963	5	(SRF) surface water layer (ENVO:00002042)	0.1	0.22	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_122_SRF_0.22-3	ERS492642	ERR598992	http://www.ebi.ac.uk/ena/data/view/ERR598992	TARA_B100001115	http://www.pangaea.de/search?All&q=TARA_B100001115	TARA_122	2011-07-26T17:10	-8.9971	-139.1963	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_122_SRF_0.22-0.45	ERS492647	ERR594307	http://www.ebi.ac.uk/ena/data/view/ERR594307	TARA_Y100001980	http://www.pangaea.de/search?All&q=TARA_Y100001980	TARA_122	2011-07-26T17:10	-8.9971	-139.1963	5	(SRF) surface water layer (ENVO:00002042)	0.22	0.45	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_122_SRF_0.45-0.8	ERS492648	ERR594306	http://www.ebi.ac.uk/ena/data/view/ERR594306	TARA_Y100001978	http://www.pangaea.de/search?All&q=TARA_Y100001978	TARA_122	2011-07-26T17:10	-8.9971	-139.1963	5	(SRF) surface water layer (ENVO:00002042)	0.45	0.8	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_123_MIX_0.1-0.22	ERS492781	ERR594293	http://www.ebi.ac.uk/ena/data/view/ERR594293	TARA_Y100001963	http://www.pangaea.de/search?All&q=TARA_Y100001963	TARA_123	2011-08-01T17:52:45	-8.9109	-140.2845	150	(MIX) marine epipelagic mixed layer (ENVO:01000061)	0.1	0.22	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_123_MIX_0.22-3	ERS492778	ERR598956|ERR598998|ERR599117|ERR599157	"http://www.ebi.ac.uk/ena/data/view/ERR598956,ERR598998,ERR599117,ERR599157"	TARA_B100000686	http://www.pangaea.de/search?All&q=TARA_B100000686	TARA_123	2011-08-01T17:52:45	-8.9109	-140.2845	150	(MIX) marine epipelagic mixed layer (ENVO:01000061)	0.22	3	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_123_MIX_0.22-0.45	ERS492782	ERR594337	http://www.ebi.ac.uk/ena/data/view/ERR594337	TARA_Y100001960	http://www.pangaea.de/search?All&q=TARA_Y100001960	TARA_123	2011-08-01T17:52:45	-8.9109	-140.2845	150	(MIX) marine epipelagic mixed layer (ENVO:01000061)	0.22	0.45	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_123_MIX_0.45-0.8	ERS492783	ERR594319	http://www.ebi.ac.uk/ena/data/view/ERR594319	TARA_Y100001956	http://www.pangaea.de/search?All&q=TARA_Y100001956	TARA_123	2011-08-01T17:52:45	-8.9109	-140.2845	150	(MIX) marine epipelagic mixed layer (ENVO:01000061)	0.45	0.8	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_123_SRF_0.22-3	ERS492733	ERR599160	http://www.ebi.ac.uk/ena/data/view/ERR599160	TARA_B100000683	http://www.pangaea.de/search?All&q=TARA_B100000683	TARA_123	2011-07-31T17:20	-8.9068	-140.283	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_123_SRF_0.22-0.45	ERS492738	ERR594326	http://www.ebi.ac.uk/ena/data/view/ERR594326	TARA_Y100001958	http://www.pangaea.de/search?All&q=TARA_Y100001958	TARA_123	2011-07-31T17:20	-8.9068	-140.283	5	(SRF) surface water layer (ENVO:00002042)	0.22	0.45	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_123_SRF_0.45-0.8	ERS492739	ERR594347	http://www.ebi.ac.uk/ena/data/view/ERR594347	TARA_Y100001954	http://www.pangaea.de/search?All&q=TARA_Y100001954	TARA_123	2011-07-31T17:20	-8.9068	-140.283	5	(SRF) surface water layer (ENVO:00002042)	0.45	0.8	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_124_MIX_0.1-0.22	ERS492866	ERR594285	http://www.ebi.ac.uk/ena/data/view/ERR594285	TARA_Y100001938	http://www.pangaea.de/search?All&q=TARA_Y100001938	TARA_124	2011-08-05T17:31:19	-9.0714	-140.5973	120	(MIX) marine epipelagic mixed layer (ENVO:01000061)	0.1	0.22	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_124_MIX_0.22-3	ERS492863	ERR598988|ERR599084|ERR599089|ERR599161	"http://www.ebi.ac.uk/ena/data/view/ERR598988,ERR599084,ERR599089,ERR599161"	TARA_B100000676	http://www.pangaea.de/search?All&q=TARA_B100000676	TARA_124	2011-08-05T17:31:19	-9.0714	-140.5973	120	(MIX) marine epipelagic mixed layer (ENVO:01000061)	0.22	3	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_124_MIX_0.22-0.45	ERS492867	ERR594343	http://www.ebi.ac.uk/ena/data/view/ERR594343	TARA_Y100001936	http://www.pangaea.de/search?All&q=TARA_Y100001936	TARA_124	2011-08-05T17:31:19	-9.0714	-140.5973	120	(MIX) marine epipelagic mixed layer (ENVO:01000061)	0.22	0.45	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_124_MIX_0.45-0.8	ERS492868	ERR594338	http://www.ebi.ac.uk/ena/data/view/ERR594338	TARA_Y100001934	http://www.pangaea.de/search?All&q=TARA_Y100001934	TARA_124	2011-08-05T17:31:19	-9.0714	-140.5973	120	(MIX) marine epipelagic mixed layer (ENVO:01000061)	0.45	0.8	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_124_SRF_0.1-0.22	ERS492818	ERR594287	http://www.ebi.ac.uk/ena/data/view/ERR594287	TARA_Y100001937	http://www.pangaea.de/search?All&q=TARA_Y100001937	TARA_124	2011-08-04T18:33	-9.1504	-140.5216	5	(SRF) surface water layer (ENVO:00002042)	0.1	0.22	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_124_SRF_0.22-3	ERS492821|ERS492814	ERR588857|ERR599036|ERR599069|ERR599080|ERR599151	"http://www.ebi.ac.uk/ena/data/view/ERR588857,ERR599036,ERR599069,ERR599080,ERR599151"	TARA_B100000674	http://www.pangaea.de/search?All&q=TARA_B100000674	TARA_124	2011-08-04T18:33	-9.1504	-140.5216	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_124_SRF_0.22-0.45	ERS492819	ERR594311	http://www.ebi.ac.uk/ena/data/view/ERR594311	TARA_Y100001935	http://www.pangaea.de/search?All&q=TARA_Y100001935	TARA_124	2011-08-04T18:33	-9.1504	-140.5216	5	(SRF) surface water layer (ENVO:00002042)	0.22	0.45	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_124_SRF_0.45-0.8	ERS492820	ERR594296	http://www.ebi.ac.uk/ena/data/view/ERR594296	TARA_Y100001933	http://www.pangaea.de/search?All&q=TARA_Y100001933	TARA_124	2011-08-04T18:33	-9.1504	-140.5216	5	(SRF) surface water layer (ENVO:00002042)	0.45	0.8	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_125_MIX_0.1-0.22	ERS492930	ERR594341	http://www.ebi.ac.uk/ena/data/view/ERR594341	TARA_Y100000593	http://www.pangaea.de/search?All&q=TARA_Y100000593	TARA_125	2011-08-09T17:05:33	-8.8999	-142.5461	140	(MIX) marine epipelagic mixed layer (ENVO:01000061)	0.1	0.22	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_125_MIX_0.22-3	ERS492926	ERR599156	http://www.ebi.ac.uk/ena/data/view/ERR599156	TARA_B100001123	http://www.pangaea.de/search?All&q=TARA_B100001123	TARA_125	2011-08-09T17:05:33	-8.8999	-142.5461	140	(MIX) marine epipelagic mixed layer (ENVO:01000061)	0.22	3	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_125_MIX_0.22-0.45	ERS492931	ERR594342	http://www.ebi.ac.uk/ena/data/view/ERR594342	TARA_Y100000591	http://www.pangaea.de/search?All&q=TARA_Y100000591	TARA_125	2011-08-09T17:05:33	-8.8999	-142.5461	140	(MIX) marine epipelagic mixed layer (ENVO:01000061)	0.22	0.45	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_125_MIX_0.45-0.8	ERS492932	ERR594300	http://www.ebi.ac.uk/ena/data/view/ERR594300	TARA_Y100000589	http://www.pangaea.de/search?All&q=TARA_Y100000589	TARA_125	2011-08-09T17:05:33	-8.8999	-142.5461	140	(MIX) marine epipelagic mixed layer (ENVO:01000061)	0.45	0.8	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_125_SRF_0.1-0.22	ERS492892	ERR594344	http://www.ebi.ac.uk/ena/data/view/ERR594344	TARA_Y100000592	http://www.pangaea.de/search?All&q=TARA_Y100000592	TARA_125	2011-08-08T17:33	-8.9111	-142.5571	5	(SRF) surface water layer (ENVO:00002042)	0.1	0.22	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_125_SRF_0.22-3	ERS492888	ERR599066|ERR599091|ERR599114|ERR599119	"http://www.ebi.ac.uk/ena/data/view/ERR599066,ERR599091,ERR599114,ERR599119"	TARA_B100001121	http://www.pangaea.de/search?All&q=TARA_B100001121	TARA_125	2011-08-08T17:33	-8.9111	-142.5571	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_125_SRF_0.22-0.45	ERS492893	ERR594339	http://www.ebi.ac.uk/ena/data/view/ERR594339	TARA_Y100000590	http://www.pangaea.de/search?All&q=TARA_Y100000590	TARA_125	2011-08-08T17:33	-8.9111	-142.5571	5	(SRF) surface water layer (ENVO:00002042)	0.22	0.45	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_125_SRF_0.45-0.8	ERS492894	ERR594323	http://www.ebi.ac.uk/ena/data/view/ERR594323	TARA_Y100000588	http://www.pangaea.de/search?All&q=TARA_Y100000588	TARA_125	2011-08-08T17:33	-8.9111	-142.5571	5	(SRF) surface water layer (ENVO:00002042)	0.45	0.8	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	"(SPSG) South Pacific Subtropical Gyre Province, North and South [MRGID:21486]"
TARA_128_DCM_0.22-3	ERS493098	ERR599032	http://www.ebi.ac.uk/ena/data/view/ERR599032	TARA_B100000614	http://www.pangaea.de/search?All&q=TARA_B100000614	TARA_128	2011-09-05T18:40	0.0222	-153.6858	40	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	(PEOD) Pacific Equatorial Divergence Province [MRGID:21489]
TARA_128_SRF_0.22-3	ERS493044	ERR599038	http://www.ebi.ac.uk/ena/data/view/ERR599038	TARA_B100000609	http://www.pangaea.de/search?All&q=TARA_B100000609	TARA_128	2011-09-04T18:00	0.0003	-153.6759	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Trades Biome	(SPO) South Pacific Ocean [MRGID:1910]	(PEOD) Pacific Equatorial Divergence Province [MRGID:21489]
TARA_132_DCM_0.22-3	ERS493340	ERR598995	http://www.ebi.ac.uk/ena/data/view/ERR598995	TARA_B100001250	http://www.pangaea.de/search?All&q=TARA_B100001250	TARA_132	2011-10-05T00:59:03	31.5168	-159.046	115	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Westerlies Biome	(NPO) North Pacific Ocean [MRGID:1908]	(NPST) North Pacific Subtropical and Polar Front Provinces [MRGID:21484]
TARA_132_MES_0.22-3	ERS493372	ERR598980	http://www.ebi.ac.uk/ena/data/view/ERR598980	TARA_B100001245	http://www.pangaea.de/search?All&q=TARA_B100001245	TARA_132	2011-10-05T20:45:47	31.528	-159.0224	550	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	(NPO) North Pacific Ocean [MRGID:1908]	(NPST) North Pacific Subtropical and Polar Front Provinces [MRGID:21484]
TARA_132_SRF_0.22-3	ERS493300	ERR599142	http://www.ebi.ac.uk/ena/data/view/ERR599142	TARA_B100001248	http://www.pangaea.de/search?All&q=TARA_B100001248	TARA_132	2011-10-04T17:46	31.5213	-158.9958	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Westerlies Biome	(NPO) North Pacific Ocean [MRGID:1908]	(NPST) North Pacific Subtropical and Polar Front Provinces [MRGID:21484]
TARA_133_DCM_0.22-3	ERS493431	ERR598942	http://www.ebi.ac.uk/ena/data/view/ERR598942	TARA_B100001094	http://www.pangaea.de/search?All&q=TARA_B100001094	TARA_133	2011-10-19T00:09	35.4002	-127.7499	45	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Westerlies Biome	(NPO) North Pacific Ocean [MRGID:1908]	(NPST) North Pacific Subtropical and Polar Front Provinces [MRGID:21484]
TARA_133_MES_0.22-3	ERS493460	ERR599115	http://www.ebi.ac.uk/ena/data/view/ERR599115	TARA_B100001105	http://www.pangaea.de/search?All&q=TARA_B100001105	TARA_133	2011-10-19T19:27:16	35.2698	-127.7268	650	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	(NPO) North Pacific Ocean [MRGID:1908]	(NPST) North Pacific Subtropical and Polar Front Provinces [MRGID:21484]
TARA_133_SRF_0.22-3	ERS493390	ERR599052	http://www.ebi.ac.uk/ena/data/view/ERR599052	TARA_B100001093	http://www.pangaea.de/search?All&q=TARA_B100001093	TARA_133	2011-10-18T15:35	35.3671	-127.7422	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Westerlies Biome	(NPO) North Pacific Ocean [MRGID:1908]	(NPST) North Pacific Subtropical and Polar Front Provinces [MRGID:21484]
TARA_137_DCM_0.22-3	ERS493670	ERR598987|ERR599070|ERR599099|ERR599147	"http://www.ebi.ac.uk/ena/data/view/ERR598987,ERR599070,ERR599099,ERR599147"	TARA_B100001964	http://www.pangaea.de/search?All&q=TARA_B100001964	TARA_137	2011-12-02T20:42	14.2075	-116.6468	40	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	(NPO) North Pacific Ocean [MRGID:1908]	(PNEC) North Pacific Equatorial Countercurrent Province [MRGID:21488]
TARA_137_MES_0.22-3	ERS493705	ERR599015|ERR599076|ERR599127|ERR599152	"http://www.ebi.ac.uk/ena/data/view/ERR599015,ERR599076,ERR599127,ERR599152"	TARA_B100001971	http://www.pangaea.de/search?All&q=TARA_B100001971	TARA_137	2011-12-03T14:31:20	14.2025	-116.6433	375	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	(NPO) North Pacific Ocean [MRGID:1908]	(PNEC) North Pacific Equatorial Countercurrent Province [MRGID:21488]
TARA_137_SRF_0.22-3	ERS493636	ERR598989	http://www.ebi.ac.uk/ena/data/view/ERR598989	TARA_B100001287	http://www.pangaea.de/search?All&q=TARA_B100001287	TARA_137	2011-12-02T14:12	14.2035	-116.6261	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Trades Biome	(NPO) North Pacific Ocean [MRGID:1908]	(PNEC) North Pacific Equatorial Countercurrent Province [MRGID:21488]
TARA_138_DCM_0.22-3	ERS493788	ERR599087	http://www.ebi.ac.uk/ena/data/view/ERR599087	TARA_B100001996	http://www.pangaea.de/search?All&q=TARA_B100001996	TARA_138	2011-12-11T13:27:34	6.3378	-102.9538	60	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	(NPO) North Pacific Ocean [MRGID:1908]	(PNEC) North Pacific Equatorial Countercurrent Province [MRGID:21488]
TARA_138_MES_0.22-3	ERS493822	ERR599004|ERR599051|ERR599060|ERR599175	"http://www.ebi.ac.uk/ena/data/view/ERR599004,ERR599051,ERR599060,ERR599175"	TARA_B100002003	http://www.pangaea.de/search?All&q=TARA_B100002003	TARA_138	2011-12-11T20:37:22	6.3559	-103.0598	450	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	(NPO) North Pacific Ocean [MRGID:1908]	(PNEC) North Pacific Equatorial Countercurrent Province [MRGID:21488]
TARA_138_SRF_0.22-3	ERS493752	ERR599030	http://www.ebi.ac.uk/ena/data/view/ERR599030	TARA_B100001989	http://www.pangaea.de/search?All&q=TARA_B100001989	TARA_138	2011-12-10T14:08	6.3332	-102.9432	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Trades Biome	(NPO) North Pacific Ocean [MRGID:1908]	(PNEC) North Pacific Equatorial Countercurrent Province [MRGID:21488]
TARA_140_SRF_0.22-3	ERS493877	ERR599162	http://www.ebi.ac.uk/ena/data/view/ERR599162	TARA_B100002019	http://www.pangaea.de/search?All&q=TARA_B100002019	TARA_140	2011-12-21T16:20	7.4122	-79.3017	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Coastal Biome 	(NPO) North Pacific Ocean [MRGID:1908]	(CAMR) Central American Coastal Province [MRGID:21494]
TARA_141_SRF_0.22-3	ERS493914	ERR599029	http://www.ebi.ac.uk/ena/data/view/ERR599029	TARA_B100001939	http://www.pangaea.de/search?All&q=TARA_B100001939	TARA_141	2011-12-30T13:35	9.8481	-80.0454	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Coastal Biome 	(NAO) North Atlantic Ocean [MRGID:1912]	(GUIA) Guianas Coastal Province [MRGID:21463]
TARA_142_DCM_0.22-3	ERS493981	ERR599100	http://www.ebi.ac.uk/ena/data/view/ERR599100	TARA_B100002052	http://www.pangaea.de/search?All&q=TARA_B100002052	TARA_142	2012-01-09T20:17:16	25.6168	-88.4532	125	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome 	(NAO) North Atlantic Ocean [MRGID:1912]	(CARB) Caribbean Province [MRGID:21466]
TARA_142_MES_0.22-3	ERS494006	ERR598985	http://www.ebi.ac.uk/ena/data/view/ERR598985	TARA_B100002049	http://www.pangaea.de/search?All&q=TARA_B100002049	TARA_142	2012-01-10T14:49:35	25.6236	-88.45	640	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Coastal Biome 	(NAO) North Atlantic Ocean [MRGID:1912]	(CARB) Caribbean Province [MRGID:21466]
TARA_142_SRF_0.22-3	ERS493938	ERR599136	http://www.ebi.ac.uk/ena/data/view/ERR599136	TARA_B100002051	http://www.pangaea.de/search?All&q=TARA_B100002051	TARA_142	2012-01-09T13:41	25.5264	-88.394	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Coastal Biome 	(NAO) North Atlantic Ocean [MRGID:1912]	(CARB) Caribbean Province [MRGID:21466]
TARA_145_MES_0.22-3	ERS494208	ERR599166	http://www.ebi.ac.uk/ena/data/view/ERR599166	TARA_B100001146	http://www.pangaea.de/search?All&q=TARA_B100001146	TARA_145	2012-02-02T18:36:58	39.2392	-70.0343	590	(MES) mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(GFST) Gulf Stream Province [MRGID:21454]
TARA_145_SRF_0.22-3	ERS494170	ERR598983	http://www.ebi.ac.uk/ena/data/view/ERR598983	TARA_B100001142	http://www.pangaea.de/search?All&q=TARA_B100001142	TARA_145	2012-02-02T11:52	39.2305	-70.0377	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(GFST) Gulf Stream Province [MRGID:21454]
TARA_146_MES_0.22-3	ERS494274	ERR599047	http://www.ebi.ac.uk/ena/data/view/ERR599047	TARA_B100001167	http://www.pangaea.de/search?All&q=TARA_B100001167	TARA_146	2012-02-16T12:01:25	34.6663	-71.2907	640	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]
TARA_146_SRF_0.22-3	ERS494236	ERR598968	http://www.ebi.ac.uk/ena/data/view/ERR598968	TARA_B100001540	http://www.pangaea.de/search?All&q=TARA_B100001540	TARA_146	2012-02-15T12:54	34.6712	-71.3093	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]
TARA_148_SRF_0.22-3	ERS494332	ERR599123	http://www.ebi.ac.uk/ena/data/view/ERR599123	TARA_B100001741	http://www.pangaea.de/search?All&q=TARA_B100001741	TARA_148	2012-02-24T11:40	31.6948	-64.2489	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]
TARA_148b_MES_0.22-3	ERS494374	ERR598958	http://www.ebi.ac.uk/ena/data/view/ERR598958	TARA_B100001750	http://www.pangaea.de/search?All&q=TARA_B100001750	TARA_148b	2012-02-27T15:28:31	34.1504	-56.9684	250	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]
TARA_149_MES_0.22-3	ERS494431	ERR598964	http://www.ebi.ac.uk/ena/data/view/ERR598964	TARA_B100001765	http://www.pangaea.de/search?All&q=TARA_B100001765	TARA_149	2012-03-01T18:50:26	34.0771	-49.8233	740	(MES) mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]
TARA_149_SRF_0.22-3	ERS494394	ERR598963	http://www.ebi.ac.uk/ena/data/view/ERR598963	TARA_B100001758	http://www.pangaea.de/search?All&q=TARA_B100001758	TARA_149	2012-03-01T10:48	34.1132	-49.9181	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]
TARA_150_DCM_0.22-3	ERS494488	ERR598996	http://www.ebi.ac.uk/ena/data/view/ERR598996	TARA_B100001778	http://www.pangaea.de/search?All&q=TARA_B100001778	TARA_150	2012-03-05T17:34	35.8427	-37.1526	40	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]
TARA_150_SRF_0.22-3	ERS494445	ERR599170	http://www.ebi.ac.uk/ena/data/view/ERR599170	TARA_B100001769	http://www.pangaea.de/search?All&q=TARA_B100001769	TARA_150	2012-03-05T09:25	35.9346	-37.3032	5	(SRF) surface water layer (ENVO:00002042)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-W) North Atlantic Subtropical Gyral Province [MRGID:21455]
TARA_151_DCM_0.22-3	ERS494559	ERR598986	http://www.ebi.ac.uk/ena/data/view/ERR598986	TARA_B100001559	http://www.pangaea.de/search?All&q=TARA_B100001559	TARA_151	2012-03-09T17:42:29	36.1811	-28.9373	80	(DCM) deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Westerlies Biome	(NAO) North Atlantic Ocean [MRGID:1912]	(NAST-E) North Atlantic Subtropical Gyral Province [MRGID:21467]
